bitcoin
964,3310491
968,9806677
980,2474669
998,8946833
1001,953929
1012,638558
1022,329039
1012,76078
1020,088521
1017,360935
1020,462916
1021,888749
1039,410805
1061,615782
1092,147647
1113,532683
1109,756909
1106,122744
977,8035315
978,6924173
994,3195466
946,7628123
902,3553096
892,5094978
854,9121123
844,1410214
886,7570632
893,3938727
916,5508134
929,3240487
906,9977265
906,1994887
889,6300562
891,5754376
899,733696
892,3818358
900,3923787
902,8221862
903,0188105
905,0248693
908,6661769
883,5475096
800,426258
787,0749051
764,8045947
763,2896847
787,7640197
816,4118513
800,910508
791,3887229
812,1502429
825,5338147
828,7080165
826,4688789
831,0323294
824,5967355
819,9779196
816,6485052
816,2128025
815,4617076
826,1120146
826,9833964
828,6483571
829,7105538
841,1477569
877,8789736
884,3274143
901,8975718
899,8072412
893,8954275
874,46634
873,0012947
887,2718774
888,697983
894,4267284
903,4813019
897,9573927
890,827454
895,2417891
897,6304183
908,089635
919,235279
921,6728442
921,6611326
931,2319774
932,5229557
908,9915132
916,8886116
918,9120373
920,4705453
920,9482109
919,8787422
908,6632112
913,0972559
905,3468511
899,9574359
896,8003234
895,2124027
891,6583572
893,5329661
897,8117389
899,1328258
912,8677764
913,7727593
913,8855671
915,7883717
919,8050679
919,1674757
919,6419298
918,1023214
917,146062
917,6097293
918,2612764
918,7263956
916,3156094
913,3755647
914,0194222
914,5434144
918,8793285
920,4334682
920,0221537
931,6908033
953,4219439
957,3994113
969,2606871
969,7982038
967,6347956
976,8409037
983,6473056
989,3147123
994,6509211
1004,20204
1014,1523
1010,398709
1009,904766
1012,355767
1014,091179
1009,669943
1018,018055
1032,265528
1028,374573
1026,393349
1014,107148
1009,469164
1015,429764
1023,952371
1021,912711
1022,474168
1027,632702
1042,693816
1049,152338
1049,781868
1063,265427
1045,52748
1047,482746
1057,236656
1064,886328
1063,464376
992,9218374
973,6431465
978,556968
966,6688649
972,659152
993,8409816
998,5055541
1010,666499
1008,283591
1013,169471
1006,903264
1004,043714
1002,264688
999,7058035
1002,869896
995,1021477
995,5907089
998,8879529
996,9202075
1010,173974
1008,703052
1008,613349
1009,524394
1006,6535
1009,780965
1011,187262
1018,46552
1022,849868
1029,916214
1035,882025
1036,319422
1039,878505
1053,422468
1057,794381
1059,849088
1064,656335
1061,607576
1059,412959
1053,481338
1058,143986
1050,645683
1050,264175
1048,580334
1056,856684
1060,041969
1065,007668
1080,425679
1095,667372
1107,635828
1117,676451
1114,850514
1113,576762
1126,904161
1136,035446
1130,10359
1137,400684
1153,855891
1168,474595
1194,237037
1175,714705
1189,661066
1181,001395
1180,594819
1178,146279
1159,352107
1150,842891
1144,324041
1165,336046
1172,453785
1176,606299
1184,783111
1183,123643
1184,295316
1191,963139
1196,127181
1191,27563
1186,547538
1195,58343
1192,375548
1193,955884
1216,20155
1222,320543
1224,12654
1228,005788
1244,856918
1262,942698
1263,49632
1276,167549
1276,38735
1273,66258
1280,677137
1277,685046
1257,940752
1259,24991
1257,097398
1247,314951
1262,147285
1267,792751
1267,157286
1274,441843
1279,332559
1277,581137
1275,400061
1259,063949
1235,983673
1245,610828
1221,087149
1201,027461
1195,612106
1168,79796
1149,823067
1174,255943
1186,834963
1196,787295
1199,916645
1192,150981
1239,70125
1177,481933
1136,632949
1175,866438
1184,345762
1173,327385
1180,617728
1176,749087
1201,748378
1228,207714
1230,064726
1228,109642
1237,787763
1240,473236
1239,429025
1235,864698
1251,323651
1248,742308
1246,938419
1252,09319
1254,062092
1252,270897
1249,327977
1231,444311
1219,820395
1179,611835
1144,186814
1119,863513
1152,612143
1105,42092
1074,899822
1078,386066
1014,172787
971,6613311
993,2790019
994,9578031
1008,395267
1039,450774
1028,175185
1025,295252
1044,904257
1037,548746
1056,496835
1076,131555
1093,097313
1107,584562
1099,215825
1071,324871
1030,556613
1013,280459
1029,36272
1034,928377
1045,01223
1034,117121
1014,67433
1007,104799
983,601102
955,2734973
921,8485865
908,1088478
930,6474183
947,5340236
953,8806343
955,1488977
983,2451229
964,7855209
963,5330303
983,4948469
1019,588221
1026,595365
1032,24652
1047,847275
1058,37839
1034,731576
1022,633964
1029,164451
1045,532292
1034,816144
1039,364277
1036,991163
1028,955603
1028,38992
1041,536321
1041,24758
1053,761691
1069,413165
1069,697683
1086,059196
1079,878631
1073,344934
1076,53119
1077,577355
1078,442568
1087,468004
1110,515682
1121,940607
1131,490607
1142,189524
1144,901426
1151,457936
1135,255957
1137,547127
1139,567749
1125,476831
1125,654352
1129,052182
1148,426731
1162,024857
1170,297173
1188,61807
1187,307755
1189,080188
1189,85968
1191,628525
1191,217342
1191,357412
1189,310592
1179,14581
1185,572015
1183,155307
1195,799844
1211,021338
1207,710577
1208,643512
1210,225275
1205,179661
1206,66119
1208,145651
1216,568721
1221,80175
1219,572765
1215,933458
1217,266242
1215,429409
1214,016845
1187,858044
1180,405093
1169,147482
1179,519825
1169,685468
1170,947127
1169,66862
1171,779091
1177,453377
1184,387188
1177,619489
1173,953365
1172,348082
1161,525916
1170,81633
1164,497652
1168,398028
1174,931156
1181,515879
1190,001244
1204,965946
1205,255194
1201,313445
1203,95236
1196,726618
1201,385411
1202,587214
1207,266879
1216,104965
1226,354273
1232,3783
1236,608076
1245,211111
1243,575783
1239,967227
1243,826981
1238,87991
1226,679853
1239,885865
1229,216557
1237,289963
1236,536717
1239,461692
1236,833854
1240,894105
1245,041663
1252,176475
1253,993126
1260,568182
1271,234771
1274,068674
1273,67386
1282,496895
1298,940172
1296,970846
1292,99722
1306,021676
1322,103756
1331,187419
1332,692983
1327,678353
1321,683656
1314,519178
1331,386478
1324,007695
1328,370207
1336,564381
1328,635515
1324,50085
1327,759734
1343,040488
1357,249577
1358,440451
1384,541933
1406,766013
1409,420673
1433,091684
1454,280605
1435,782278
1455,508245
1458,665897
1473,194134
1497,202276
1508,019912
1538,734326
1570,034061
1542,614138
1558,976455
1586,107779
1554,977815
1527,340883
1529,685674
1529,925964
1542,99171
1560,320997
1556,181632
1542,856694
1531,895969
1539,568879
1571,579873
1590,797951
1571,80748
1617,231093
1656,932407
1705,85365
1729,279399
1725,430957
1712,810802
1734,593085
1772,074632
1765,299429
1770,438524
1851,163337
1853,900841
1827,779951
1799,463625
1799,398625
1771,991437
1709,057834
1658,142205
1702,622531
1718,524825
1745,604689
1780,710929
1797,554852
1776,528676
1772,62906
1754,293685
1734,79535
1725,58172
1716,481197
1684,750092
1702,870501
1728,544774
1719,622929
1711,701222
1778,117791
1816,36249
1789,216247
1786,959748
1802,774489
1838,499276
1871,123574
1897,252099
1927,722565
1939,545754
1939,23955
1976,888919
1972,877394
1956,658938
1989,507366
2024,308993
2042,685836
2013,370439
2010,153063
2039,54595
2103,987533
2151,539343
2142,098517
2145,743808
2158,625785
2221,038719
2241,238354
2297,271792
2330,828366
2397,314127
2441,641803
2519,483278
2641,876581
2638,756344
2420,666904
2355,741272
2502,456936
2417,05477
2261,975108
2231,770336
2025,634811
2068,403914
2060,265781
2162,381934
2246,053518
2189,972955
2155,725371
2165,202299
2226,960357
2250,660215
2308,525185
2284,928989
2306,421135
2265,285546
2238,751478
2210,886452
2232,584227
2267,216095
2304,198822
2352,502818
2404,755975
2409,900548
2391,550393
2418,402028
2432,937285
2420,50507
2445,292738
2476,707852
2496,004673
2542,770254
2558,777411
2518,725205
2534,767779
2530,598039
2514,296608
2564,125941
2580,214458
2604,844068
2654,362085
2792,503898
2856,69621
2839,445486
2850,851031
2861,3722
2837,364991
2823,332309
2740,239004
2719,936034
2786,170188
2740,634057
2767,688716
2818,692181
2810,525456
2843,074768
2823,035876
2829,775736
2833,956945
2885,4727
2867,666874
2884,707403
2887,24497
2910,053518
2944,924263
2960,873803
2895,559409
2728,320873
2627,933558
2682,392965
2738,276681
2733,570706
2708,681882
2743,957106
2744,782526
2621,965333
2500,960712
2444,334943
2378,841553
2263,099785
2338,740997
2377,151679
2476,255173
2461,542873
2484,023363
2467,786357
2533,184186
2575,105929
2649,074389
2638,132175
2569,639193
2555,009628
2499,672494
2543,397392
2546,514525
2563,607332
2577,403226
2628,835032
2609,523897
2659,519344
2748,002144
2748,901161
2712,81493
2715,683218
2670,88691
2651,598584
2657,872054
2707,706696
2705,723986
2724,225187
2712,002241
2723,309789
2713,029076
2701,835226
2710,735462
2654,074999
2560,880317
2546,674434
2592,068079
2592,680516
2503,49577
2524,245034
2493,539891
2458,283768
2383,162402
2436,012486
2397,400041
2353,63425
2443,204439
2510,595261
2515,711973
2546,97745
2561,878652
2558,936894
2560,024148
2553,073391
2561,893042
2536,840188
2528,896809
2528,045063
2500,595207
2459,914321
2498,492442
2467,545262
2422,511383
2401,720687
2435,00615
2446,239717
2495,454132
2496,505948
2491,345067
2554,056394
2553,807428
2594,171391
2614,062057
2597,133378
2581,959963
2557,006518
2549,864581
2569,747791
2602,378115
2595,498447
2589,574626
2590,538112
2598,64165
2581,28758
2559,155631
2520,725276
2510,186824
2495,199344
2505,978796
2524,811108
2538,54062
2550,958786
2534,832352
2543,875355
2526,476694
2505,630952
2515,154374
2432,870324
2366,00043
2335,081987
2325,854606
2363,579826
